"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.486487389E0,-1.177564621E0,-2.409339428E0,-6.342117786E0,6.885784845E0
2.494693581E0,-3.765845776E0,-2.774345398E0,-4.628529549E0,6.580415836E0
2.502900004E0,-5.983314037E0,-3.773192406E0,-4.008712292E0,8.130608959E0
2.511107043E0,-7.532089233E0,-5.124678135E0,-4.049994946E0,9.969812098E0
2.519314774E0,-7.845941067E0,-6.607789516E0,-4.628340721E0,1.125358660E1
2.527531543E0,-7.227972984E0,-7.820365906E0,-5.289888382E0,1.189052713E1
2.535739081E0,-5.994411469E0,-8.840885162E0,-6.012638569E0,1.225748922E1
2.543946389E0,-5.358205795E0,-9.760833740E0,-6.097942352E0,1.269524106E1
2.552154350E0,-4.308736324E0,-1.071902561E1,-5.188811302E0,1.266437845E1
2.560361273E0,-3.562600613E0,-1.128827000E1,-4.183385849E0,1.255459596E1
2.568586697E0,-3.260833502E0,-1.172259712E1,-3.935740471E0,1.278836860E1
2.576793773E0,-3.022793770E0,-1.216438103E1,-3.463556290E0,1.300406360E1
2.584998966E0,-3.162553310E0,-1.263634491E1,-3.508301020E0,1.349026064E1
2.593205427E0,-3.742111444E0,-1.261907578E1,-4.534831047E0,1.392153598E1
